Regulators	Fiber	RegulatorSize	FiberSize	Synchronization	numberOfConditions	meanPvalue	MeanCorrelation	MeanRegulatorCorrelation
	citM; adeR; rbsD; xis; yugJ; nadF; yvmA; yrvD; ldh	0	9	0	127	0.166120605544831	0.124883760881528	-1
	hfq; yyzI; bacE; ybfA; mrpG; gatA; spoIIIE; cysE; menD; ydfJ; pdhB; yoaI; ynaC; yybH; yqfX; yitD; yxlF; ytcI; yqbT; yqzD	0	20	0	124	0.151850737683514	0.00376426822435251	-1
yfzA	ypbS; yclD; yuzG; yusY/1; ureA; ykuJ; divIVA; yppF; albE; yjcD; ssuD; qcrA; yxcE; smiA; pdhD; cstA	1	16	0	133	0.180373479432933	-0.00667013950398809	-0.0321237103191393
	yonK; qoxD; ycbG; yobL; ydzA; ydgD; yxaJ; kdgT	0	8	0	132	0.175142706661666	0.188332011996028	-1
yqhO; serB	yacO; yneN; yndJ; rapE; lutP; ribR; yqjE; pksM; darA; mreC; yheB; yosQ; yybC; antE; glgP; yjhB; fluC; qoxC; yrvO; yccK; yjzH; yjzE	2	22	0	144	0.190873890845917	0.0185195972804077	-0.0535237017261537
yhcI; icd; yvcN	yxjB; ytpI; ycdG; rpsP; lytB; yybD; gmuC; pxpB; pstBB; yqzK; yaaL; yusI; cotH; folB; ytfI; ptsG; yoqR; recD2	3	18	0	119	0.144187520213656	0.070417213104842	0.059499523414566
yvdS; dgk	yjcM; yceC; pyrP; ald; pcrA; gmuF	2	6	0	120	0.152511749509263	0.211194740272857	0.325094734580673
hisD; defB	bglH; fbaA; yugJ; pucE; ycbC; rplC; yokI; xkdF; ykfD; bpsB; yjzH; ssbB; yrdB; iolA; ydcT; amyE; yclD; tatAC	2	18	0	123	0.160828231665188	0.0403737710435205	-0.10450737669288
glcT	ndk; yabB	1	2	1	40	0.0109154619151961	0.855617609836409	0.808698826406409
menE	ugd; yosG; yqiI; ywdD; ytcD	1	5	0	130	0.169866794338296	0.223985173160013	0.12716333063985
carB	ahpT; dapA; arfM; ycdB; spoIIIJ; yuzE	1	6	0	85	0.0804040205166449	0.0530719313742003	-0.266555086009791
cotV; yvaK; ykcB	ybcF; ylmD; yflN; yacF; clpQ; cotO; ywnF; acoC; ctaF; xkdA; yqgN; yozS	3	12	0	120	0.155415408320507	-0.0312967763619956	0.0350925610911886
	polX; ykzU; rplF; ykzB	0	4	0	98	0.101774296459119	0.026753940669646	-1
rapD; ydeK	oppC; ywlG; ydaF; yrkF; ksgA; ydbO; ydiR; yddF; metE; levB; ribC	2	11	0	109	0.125931246478762	0.0882538360405023	0.188051383677399
	yciB; xkdJ; mdxE; ebrB; lonB; albD; glgA	0	7	0	124	0.155770810802018	0.023483564463407	-1
ebrB; sspA; ymaE	htpG; yxcA; psd	3	3	1	45	0.0215152025466067	0.869819411391992	-0.00824910633147174
iolT; cheW; glsA	ypuC/1; gsiB; ydaJ; mdxF; yueF; ymfJ; sufC	3	7	0	149	0.210882467896125	0.18180017668165	-0.0517336360655323
yvzB	yfmJ; yrzT; glpD; ypbS	1	4	0	98	0.102182945512578	0.137652787245616	0.114327466970068
yfjL; yopU	yqiK; yfkD; ycxB; lctP; spoIIR	2	5	0	109	0.126654262794296	0.3732628297733	-0.108054150093738
uvrA; iolE	menB; guaB; yneB; thiM; yomF; cwlP; ydiG; scoA; yutC; yorW; yobN	2	11	0	110	0.131865808189915	0.0224790157937805	-0.00745910842652139
	rpoE; rhiG	0	2	0	67	0.047905376113824	0.0683447152773589	-1
cspR; hprT; pyrK	xkdN; yoaA; yqaO; yqbP; ymaD; ribC; ywqM; ydzV; azlD; metP; mhqD; tnrA; sirB; yqaT; spoIIT; epsN; ctpA; crh; yvaF; yojO; ytlA; rnhC	3	22	0	128	0.169296782638191	0.0423592316237268	0.0813953759885482
youA	ylyA; gsiB; yvaE; yheF; sigD; yqjD; yfiV; sspF; albD	1	9	0	119	0.152650107794619	0.0114885408763091	0.0596586232964871
	yqgQ; ytoI; spoVAB; spoIIIE; ybaJ; bshC; ypnP	0	7	0	103	0.124515702169937	0.136345825385899	-1
yetH; yhjQ; ftsX	ycbL; yhfM; pstBB; nrgA; lrpC; yydF; fisB; mrnC; dctR; rpmB; qcrC; parB; yhfT; yplP; purR; tpx; speB	3	17	0	138	0.181323036929281	-0.0185189374642512	-0.0219432543072401
	tcyB; yorC; yxxE; tmk; yetO; xlyB; ypjP; yorT; yxeB; sdpC; ykuJ; ytlD; sepF; asnB	0	14	0	139	0.195153866766715	-0.00961597253585591	-1
	spsG; dprA; yyaD; glyQ; cwlH; dnaA; yozS; acdA; groEL; yvyG; ythQ; blt; ftsA; dgkA	0	14	0	104	0.116088832006285	0.0296734491499178	-1
	yorE; yvbX; ywmA; levG; xkdH; yhfW; ypiA; yfiC; pucB; yitV; rplI; ypuA; yozD; yckB; yhcG	0	15	0	130	0.174449444886032	-0.00509487473700657	-1
ybxH; pstBB; yonF	yhgB; ywhA; yjcL; xkzA; hfq; yclI; yorX; proG; rsbW; yhbD; wapA; yrvO; yhzD; ymcA; lipB; gdpP	3	16	0	145	0.208894830785893	0.0781402203045548	-0.0462068152682016
racA; yncC	fabI; spoVAD; yhfA; yuzB; ntdB; yxkA; sinR; gmuG; yerD; ycdG; coaA; ymaF; yojA; epsD; metA; ywcJ; ydfL; rlmCD; ylzJ; bstE; yoqK	2	21	0	149	0.21008204310682	-0.00255821872303193	0.0347371821202399
cwlJ	yfkC; yhcY; iolI; pepF; ycxC; fpbN; yvsH; yloN; ydbK; ytnA; gamA; smpB; ykzU; rok	1	14	0	157	0.220430766934577	0.191372837048733	-0.14417693583636
	ytlC; yqzC; adhA; yxdK; yisQ; yfkM; parB; ykzS; yqiC; rocD; yitT; yfjC; psdS; yomO; gapB; resC; ygaN; yusQ; yceC	0	19	0	150	0.209029922104481	0.129802515802131	-1
yobI; ydaK; yoaW	sdaAA; ycbR; proB; yurZ; yjiC; opuE; yczL; folB	3	8	0	109	0.133926022464065	0.0456743662457821	-0.0898704845517564
lnrJ; yuzF; ytcA	ybfM; parC; ywjC; yaaH; xkdD; ydeC; yqaM; senS; ytqA; pdxK; yvdR; sndB; ywhA; pupG; padR	3	15	0	154	0.216114761306919	0.0878537035220746	-0.0137978297178187
yxkI; yozY	yesU; rsbRB; bstF; ykvN; ylaB; yvsG; ganP; ypmR; ybdN; azlD; pgm; yqeI; ydhI; gerQ	2	14	0	124	0.157559591051493	-0.0140507750796786	-0.0293936815808588
	glpD; yutD; yfhH; ptsG; odhB; yhdH; yqhH; ynaG; nagB; upp; yeaD; uvrX; ydbL; opuAB; yeeC; spx	0	16	0	109	0.133882354959859	0.102088421883013	-1
	tagE; mgsR; sipS; yusV; yrbG; yeeF; pbpF; yybH	0	8	0	89	0.0963376157457871	-0.0467339330046013	-1
cotR; gdpP	hlpB; yorH; yugI; ynaC; comP; speB; cotH; ypsC; yitU; tlpA	2	10	0	141	0.192665277974686	-0.0237776008049751	-0.0432606592116281
kdgK; cheW; yobN	ymfC; tcyN; yloN; capC; yqbM; rplW; dnaK; ykkB; msmR; yefC; uxaC; rpmF; ypuA; yitV	3	14	0	95	0.100205445312914	0.0923256811857666	0.0173911277093646
yjzG; yjmD; ywqN	tyrA; conG; immR	3	3	0	88	0.0850108175952296	0.492294201669769	-0.136587623953161
	cspC; sbcE; dppA; yxjJ; ysxC; ycnE; yoxC; rapG; lrpA	0	9	0	123	0.147783389337998	0.0612387071334445	-1
nucB; yknT; ypmP	argD; yjdG	3	2	1	35	0.00742799124005547	0.959697607834268	0.498590062382303
xkdC; yomW; spoIIIAG	glcU; ydiK; yhjH; ydhH; ytrB	3	5	0	101	0.11755648193048	0.0170143467797283	-0.0417998591672714
mgsA; yfmJ	ywtE; yugF; yonH; hmoA; comEA; tuaE; glnR; ybaJ; yjlC; rplB; sspB; yrvD; ydfH; pdeH; ynaE; pucH	2	16	0	106	0.121064040439705	0.0381193099213538	0.0898033694040054
fisB; yfiI	ywbE; darA; thiD; ywdI; bmrA; xkdF; yrrT; ykkD; cotU; ydeE; pftB; yotG; ywcH; spo0F; lipB; ypmS; fpbN	2	17	0	140	0.202920993127352	0.0219337598339093	-0.0332553036498808
	yqbF; ansB; bmrC	0	3	0	153	0.210801590168016	0.289803948510803	-1
rplN; yoyD	mutL; yxlA; yisY; nsrR; yydK; ykvO; ysnB; ywnC; mreC; ydeH; yobK; ydeM; yrpB; sigW; ydfC; ykoI	2	16	0	148	0.207661767365224	0.0922923906534384	0.094193483070091
dps; ptb	yvkN; yitK; ypuD; ywqN; lysA; ytrC; fabI; ytoP; ygaD; yvbX; tuaH; yotK; yfmB	2	13	0	131	0.175138800823954	0.0849472465577735	-0.0844236940126299
nhaK	pbpI; yitJ; tyrS; minC; lip	1	5	0	72	0.0599968814941172	0.206026406913114	0.0598859605861707
tmk	yqjL; ycbC; yopL; tilS; ywbA; fhuC; yyzI; cwlC; bioA; sppA; rimM	1	11	0	80	0.0782089949322038	0.00112165265318017	0.0409980439470752
yloC	dhbF; yqbC; yfnH	1	3	0	66	0.0511385375148514	0.310579814850014	0.176584382845365
	yutK; brxA; spoIIAA; lysS; leuA; upp; comEB	0	7	0	144	0.203505738938241	0.0148731583588051	-1
nprB	argC; ntdA; ydfJ; mnaA; rarA; mhqO; yaaH; yodC; thiF; yjcQ; yqjF; thiV; yphC; cotH; ybdK; bstH; motB	1	17	0	106	0.118434808529211	-0.0115535894361475	-0.0190601143572731
rocD; lcfA	ywpB; ydaS; sipW; ycgG; comEA; phrH; fhuC; epsH; yrkF; yonT; queA	2	11	0	125	0.1631370885488	-0.0185204884972341	0.0404840323092499
rpsB	yjbK; xkdO; ykfC; prkC; yugP; yerI; kduD; yczG; xynP; eag; noc; yqjX; yusR; hfq; atpG; eno; yvaM	1	17	0	119	0.149311544622261	0.0282842329290796	-0.0225911952952883
	yusY/1; ykuL; fruA; natK; fliR; rplT; lutB; ypuI	0	8	0	133	0.182261814512091	-0.0243231267277286	-1
pdhA; defB; yrzP	conG; cheR; trmFO	3	3	0	78	0.0686318781229529	0.0698949032349649	0.0707529092623896
	yxaI; yvaF; ypqA; ndk; fabHB; rocC; xkdM; yddR; yqaL; yebG; abf2; yrzM; yhbH; satA; rpmC	0	15	0	125	0.164603845499572	0.0183034160135005	-1
	phoA; lipA; cysS; ssbB; yxiD; ydeQ	0	6	0	147	0.201903563956733	0.00133452163783823	-1
atpG; yusD	ytrA; adhA; ypiP; yhbB; trpF; sspK; nrdEB; yngL; flgE; comFC; fruC; yodA; ctaB	2	13	0	111	0.134248406478693	-0.0415037938770302	-0.0528076390737022
cmk; ccpC	gyrA; iolR; yqjY; ycgB; yxkI; pghB; cca; ytxJ; yceB; yddF; ylxQ; yqbE; yqeF; rplC; yitZ; yqaH; antE; abh	2	18	0	130	0.167574754696625	0.0484493310227686	0.0152058498835316
snaB; xre	nadA; sigG; yqiG; yuzF; ypqP; ipi	2	6	0	104	0.110878195523209	0.391047324589422	-0.263210250925571
	pksS; clpY; ypmR; papA; dapG; nadD; pucR; luxS; yycP; coxA; opuAA; ydiL; ydzF; bstC; acoA	0	15	0	97	0.110870482455628	-0.0188425003065757	-1
yfmR; yopS	ldt; sppA; ilvB; divIB; yvoF; accC; yrzF; ydzW/7; yloN; yybE; ywqI; ypmR; yqaB; hag; ydiK; yusQ	2	16	0	105	0.127201589479352	0.0628276512029563	0.23439128338326
	sboX; yheB; ylxX; hmp; gutB; ykpC; rnc; gltX; cysJ; yraM; yqkE; cueR; yyaP	0	13	0	109	0.127321267896655	0.10390968568634	-1
yloU; yhcS; ydgG	ydfE; ydaP; rsbX; ytrA; tyrA; yqaD; ybfP; rpmB; pdaB; yopJ; yfhP	3	11	0	100	0.113856263444997	0.00324033018009938	0.000342494349796112
ydeF	yycB; yybH; yoxB; arsC	1	4	0	86	0.0865665429869974	0.270480393475865	-0.00614810547099699
ytwF; gatA; mtnK	yndH; ydzK; ynaG; fadM; pksM; ndk; ligA; ydgD; pksE; yhaQ; csn; yhfK; scpB; rplGB; ygaD	3	15	0	147	0.209391970148389	0.0498355304057923	0.0565794842618308
dapG; yfhP	ysgA; ykrK; yomT; ydeR; ywdA; bkdB; iolJ; ydbA	2	8	0	163	0.245824669366737	0.346749095025463	0.151998465035365
sspO; ylzH; yvsG	menH; yczJ; ydbP; yybE; prmC; thrZ; lysC; mrpG; yycS; yesE; flgM; cysE; ykoQ; gdh; ydfS; ywqI; yveA; ansA; yfmP; yrkE	3	20	0	112	0.137595289157561	0.0414176136147079	0.0596288211936143
cspC	yeeK; tmrB; ylaL; yvrP; ssuB; flgE; yfjD; yjzK; yfkN; ykuJ; galE; ypuF; yfhE; ytkP	1	14	0	118	0.145560145077776	-0.0324307071332209	0.0157453961903186
yfiZ; hisS; acpS	yokU; rsoA; ykzT; pyrD; tgt; stoA; yqeC; yfmK	3	8	0	99	0.104981046030481	-0.0232174074719104	-0.0153364232488975
	yxkA; tnrA; ypjA; xkdF; aroE; yoxD; levE; slp; ligB; etfB; comGF; dltC; rpsN; csfB; yvgN; yrrT; spoVK; alr; bstD; yojE	0	20	0	135	0.184839747103374	0.0142450283400556	-1
lutA; ptsI	yjzD; pbpC; pckA; ypoC; xkdA; yozU; ydiR; epsM; gmuE; mtlA; ypuF; greA; yojN; yozH; yplP; resB; fdhD; rapF; yqeW; metI; yhfM; yvbJ	2	22	0	142	0.200617559368152	0.00499922539166718	0.0271209317583006
hemQ	thrZ; spoVM; yyzM; yqfO; ybxB; fin; glcP	1	7	0	124	0.167335082030888	0.141007531873442	-0.00325111472123172
pucJ	ydzH; kduI; yvaM; ampS; ykzN; kduD; mdxG; prpC; yqhL; yqcD; ydeE; glnT; htrC; pucH; yuzM; yhfP; yjzC; spoIVCA	1	18	0	125	0.165487346750984	0.0320550954359887	0.00361194625716426
	sdhC; czcD; ytzB; yuzL; ytrA; addA; yrzO	0	7	0	133	0.176903030671023	0.0327423222964653	-1
pgm; spoIIT	ydzV; ylaN; ppsA; ylbH; sdpB; yhcZ; cheD; yisP; rhgR; defA	2	10	0	139	0.182792088961556	-0.000766660228355924	0.0218009199803678
	yjcP; yxxE; yknZ; ybxA; pghB; ytrI; yesF; mgtE; yxaK; yusY; czrA; malR; rpsJ; yoqL; yybJ; ydgF; cwlP; ycbE; yqaR; yuiA; ylaG	0	21	0	125	0.162367519165617	0.0789954491800499	-1
yugM; lip; mrfA	ydjB; yjlA; yqgO; yqfX; skfC; coaA	3	6	0	151	0.201366421609971	0.176153603004068	-0.0464393393000602
tagG	yesE; yomP; adk; tpi; bstC; cgeE; yqxA; yosG	1	8	0	100	0.109735802515231	-0.0145338801500986	0.0708361577008715
	rapI; ylaF; pbpC; yloN; yjcH; ykvU; yqjP; pyk; yrzH; yrhG; ybfI; ywrB; iolI; nasB; clpE; pps; yukB; ygzA; yomO; dhbA; addB; yxjF; ctaG	0	23	0	124	0.166436275173013	-0.00105525408985572	-1
ynaG; comZ; spmB	yfhI; hepT; sspJ; rhaM; yczM; narK; yhdP; xkdJ; bhlA; yhzB; prfB; ymfI; sspB; yndK; pksR	3	15	0	163	0.25048558826844	0.0511797981764002	-0.00963389943959623
pucL; yjdA; ydhI	mtnN; malP; ymfJ; yorO; yjbE; ylaB; cwlS; ylbE; ydzT/4; mmgF; acpA; tyrS; gntZ; ywjE	3	14	0	90	0.0946348393092811	-0.0052122737264488	0.0140811102987458
yqbG; ykvO; yqgS	ypsA; lytH; gmuC	3	3	0	94	0.0953994678575242	0.264397875454702	0.036682734165142
immA	yraH; sigE; yjmB; spoIIIAA; rplP	1	5	0	81	0.0698493927976299	-0.093381535667922	0.0114234388331053
ybdK	ykoN; msmE; yhjB; alaS	1	4	0	87	0.0884905420047997	-0.138412114482914	-0.00899512094370845
gerM; gerPC; nadC	mmgB; yvdR; mmgF; ylmD; yjmC; sasA; ywmF; glnQ; ssuC; ylqH; ywkD; ykoL; cwlD; cotSA	3	14	0	151	0.239382907295661	0.0784078739174145	0.176428739001473
mutM; glnM	ispG; mhqD; xpt; yqaD; mcsB; ymfK/2; mutT; yvqJ; ytpR; yczO; ywcJ; spoIIAA; ydfE; sppA; yxzI; ansR	2	16	0	148	0.197518233562251	-0.0207462901690701	0.04061691240171
hemZ; yodQ; tseB	yhcW; yhaQ; ggaA; yhcX; yfzA; hemD; yokB; nupQ; ywnG; leuA	3	10	0	132	0.178671652005591	-0.032747975883445	-0.0580613421840147
yorA; ybxI; gerT	yxjM; yhfU; rapF; ymaE; pcrA; yppG; yneR; ydcK; ywnF; lytC; cshB; mutT; ptsA; glyS; ykvN	3	15	0	149	0.228441877721809	0.0443055108426209	-0.0237516482782727
tsaC; rpsF	yopA; pheT; katA; ydfH; yopB; yteU; yokU; yfhK; yjcR; addA; yyaQ; yloB; phoC; ytxJ; ywrO; yqeI	2	16	0	163	0.227471938990441	-0.0119698529589458	0.117602584491483
	rbsR; galM; queE; yoqF; yuiB; ydbC; yhfQ; ylqH; topB; yxjF; bofC; ccpB; purL; yvzH; yoqJ; yyzG; ydaF; yybS	0	18	0	109	0.133873644451464	-0.00850784768314777	-1
	rpsD; licT; lexA; gerT; yrdF; ycxD; yhcT; ligB; rplI; sacX; thyB; galE; ctaF; yozX; dfrA; gltA; rbsD; sirB; ytxK; ynfE; ylbN; ylbC	0	22	0	120	0.147805318292583	0.0355460669174957	-1
fadG; ycgJ	liaI; yqcF; ypzG; yhcU; yuaI; yisZ; pps; dgcW; yjmF; ybfM; glxA; yusY; yuiA; lcfB; lipL; atpG; yotG; cotO; tsf; ykzR	2	20	0	111	0.1335139703318	-0.0344760289647324	0.0163532858614558
ymzB; yceD	gerE; acuA; ydzW/4; flhB; ycgJ; yyaS; dctP; yhjA; yqeZ; ydzW/7; fadG; yjzF; ydfE; yvlC; fruA; yqaC; yfkS	2	17	0	155	0.214930452289507	0.0612165022744727	0.0213625463540037
yitR; yobD	albC; oppB; cwlO; yodF; yqhQ; nicK; yhjG; appD; yodN; rocC; yozC; htrB; spoVT; tpi; spoVD	2	15	0	127	0.167597889757397	-0.0420910330634619	-0.0274828106177014
opuCC; ywoD; malS	yrrK; ytaB; ybxA; yvkN; yesM; frlB; hemC; yteV; lplJ; pbpA	3	10	0	91	0.093475075306788	-0.0451202044154015	0.0504893646311837
	cotV; hbs; rpoA; rpmF; ydaD; bkdB; pdaA; yobD; yorB; ywiB; hom; ypjA; yjcS; yusY/1; purK; cotE; yhcO; yaaA; yitD	0	19	0	99	0.103902291108845	0.0220351042322781	-1
malA	rsfA; yubA; yoyI; walR; rsiO; yolC; yxbD; murR; yqgQ; ysnD; rocA; yojW; yxzC; ybdG; yqeB; yoaG; araE; dppB	1	18	0	138	0.191522388856928	0.0598337968121962	0.14827141079298
kinD; yvrA; yotL	conE; ydeQ	3	2	1	43	0.0147132036735764	0.938152405784163	0.0822728962266996
	yycC; crh; yheA; tcyA; lplD; ypwA; nasD; dppD; tnrA; spoIIAB; yobA; ctaC; ycgT	0	13	0	124	0.161693345355662	-0.00747339977659829	-1
secG; yndD; yoqI	yjdH; thrC; dacC; ybaK; skfC	3	5	0	85	0.0774438607323296	0.684463941605687	0.0824699834784634
cotF; pbpX	ywbF; lutP; feuC; yrkJ; ywnF; ctaD; comQ; cypC; rnmV; yclG; ycdF	2	11	0	143	0.193778284392156	0.00974971136894916	-0.0428762743584327
spoVAB; spoIIAB	ytkP; ygzD; rasP; guaC	2	4	0	129	0.165420439078255	0.324422030366197	-0.210123732225405
ygaC	ywrF; yneQ; yjcQ; mutSB; ruvA; pxpB; kduD; yetH; ybxG; yqeV; nadB; rplO; msmR; gbsA; pksF; yhdN; epsK; ald	1	18	0	141	0.190232881232805	0.109305782673354	-0.0569783341109041
yfhP; lrpA	yoaA; prmC; yqaK; yojK; ywbH; yrzQ; ilvC; yxzG; yvaO; sigI; xynC; yjhA; yjzC; yueC; yubA; yjkB; nrnA; gatC; rnjA; yojI; ybcI; yvcT; panC	2	23	0	124	0.153057611962379	0.0573271681896163	0.136918748982491
	yfiB; pdxT; ypuD; skfE; fecF; dapF; catR; opuD; ccpC; yoqO; ytzE; tatAY; yshB; ykoQ; yhzG; yeeI	0	16	0	140	0.194617949564013	0.0425375361026403	-1
yvoF	yyaQ; rplE; nrgA; sdaAA; purN; mhqE; yrzM	1	7	0	103	0.115812988261685	-0.0267072926095453	0.0968426301359007
floT; yhdW; ykzN	yotH; yitY; yaaJ; yqhS; ypoP; yphF; yczE; yneB; rsbRB; xre; yxlA; yxkA; yjbE; ybzH; gmuG; ydcK; yhjR; pdxS; amj; hemAT; ypjQ; ywqM	3	22	0	108	0.131740136150437	0.0748120968879378	-0.0316922648760604
yfnH	fnr; pxpA; ylaG; yomM; yclG; ykwD; yjmB; bmrA; argH; lgt; yorZ; ywpD; ppiB; tcyL; aroC; yorK; ypeB; bltD; gerKD; yybJ; ydgG	1	21	0	120	0.151209503321016	0.0203050261280162	0.0167051568954495
aldY	yneF; yncF; yrzT; hemX; tagU; hutG; yknW; yvgM; yhcU; spsG; pncB; yoaQ; ydfB; yotB	1	14	0	126	0.162434117020176	0.0164082163809287	-0.0692967525845666
ycsA; yqbE	yjgC; alsS; pksH; yfhA; xynB; yrpB; yopS	2	7	0	131	0.169813115476426	0.151168748793174	-0.0183823259011378
sigK	patB; mtnN; spoVD; ylnF; yubC; yhbF; fapR	1	7	0	106	0.115592049154708	-0.0862802532776389	0.073581170818411
	bstB; mmr; yopU; artQ; hisJ; appB; ylbE; cwlT; ctaG; yurJ; yusT; pbpF; hisZ; pbpI; ywzC; fisB; yaaH	0	17	0	126	0.166331673196196	0.00533533864617676	-1
yhdP; ytrF	exoA; fabHB; lplC; yvaV; ybyB; yslB; yvkC; yybB; lplJ; yobV; arsB; fur; epsG; yodF; yvdT; yxzJ; ykuJ; yumC	2	18	0	131	0.176268855402219	0.105182248589816	0.0527384453799648
ybxG	ynxB; yknZ; tlpA; ycsN; yjqC; argD; yosJ; ycgR; yurQ; yfkT; araQ; fpbP; ymaD; codY; ctpA	1	15	0	133	0.175717903479849	-0.0313663762137496	0.00175742632550748
natK; ykvN; yodI	yvbU; yitJ; yciC; ykzQ; ktrA; malS; ymaF; pheS; yoaA; yyzO; uxaC; guaC; yoyJ; ywbI; yhcN; yqjA; yqkB; yvgL	3	18	0	132	0.181364624921536	-0.00916457259510783	0.0352248135963575
	defB; ygaN; yfkC; cdaS; qcrB; yxiC; thiU; yusR; yfjP; yrhG; ywjG; panD; xylR; khtU; ygaK; rnjA; hutG; ykzQ	0	18	0	128	0.169992981807155	0.000954445381361643	-1
	desR; uvrA; folE; hbuT; ywaA; yybO; recX; ydjP; yvzH; yqfL; mcsB; fusA; yoyC; yebE; sleB; arfM; ylaM	0	17	0	93	0.097086688096193	-0.0270053251441006	-1
yomW; rnz; yflP	tgl; araQ; ynaI; yjhA; yhjP; bmrU; ykzN; ysnD; ydeG; ldt	3	10	0	120	0.15231243057627	-0.0336689058733284	-0.0292665890081393
ydhU/2; fadF; yncD	phrG; yneB; ilvD; yukE; aroA; ycbG; ispH; mtnX; yolC; ymfK/1; pdeH; ydgE; yscB; xre; bstH; yqbO	3	16	0	123	0.158283564374555	0.0350939437329152	0.0308435027333099
	acoC; yeaC; gltC	0	3	0	71	0.0598791649313802	0.121164830201583	-1
gidB; ybaC	glpK; ypkP; phrF; yjzE; gerPB	2	5	0	105	0.114990888273876	0.0990459379667442	-0.145116875946271
citS; yphF	ganA; ykvR	2	2	1	39	0.0121434499842136	0.893665226688118	0.0972244384128423
	yfjQ; vmlR; albA; yqkD	0	4	0	142	0.190017070609721	0.199455166054028	-1
ykzH; ybfN	asd; cotY; pssA; msmX; yjhA; tagA; yxjI; yclJ; nrdF; yozJ; ytlR; yhcG; yesN; mtnD; yxaB; glcT; ykkC; ywcC; gltP; pftA; yheD	2	21	0	123	0.171525115740102	-0.00451924261896049	0.0632771956906774
recO; ykzO; gudB	atpC; yflH; menA; yvdA; trmB; ybcF; bstF; lysA; yvaK; yvaM; ygaE; dapF; yhaH; mcpA; yxiH	3	15	0	115	0.147511626566982	0.0388565339152454	-0.0155394382825792
ymzD	yyaE; ywhD; mprF; dgcW; yqgV; aprX; nrdF; kbl; ribD; yqhR; ygaB; leuA	1	12	0	121	0.151239003264229	-0.00979388678407904	0.120249494826354
yxcE; yrpG	ydzW/1; yqbQ; hemB; yraH; ydzK; rhiN; yebC; citB; yrbG; ydcT; yrvC; ytkP; ycgE; yqkK; ntdB; spoVFB; yopJ; rplW	2	18	0	136	0.183953571038537	0.033663600318596	0.138678975809928
dppD; yczG; ndoA	yncE; sbcC; yhjA; yotC; yfmT; yrzM; thiO; cydB; coxA; yitT	3	10	0	123	0.161660182476391	0.034167036101398	-0.0659619583122537
ywqM	yveF; polX; ycbP; yuaD; ygzC; rpoA; yvbV; glcT; yuzG; fliQ; yhaH; rghR; psdS; amyE; nupP; deoR; yidC2; yteP; yorF; licB; yveA; pamR; citZ	1	23	0	152	0.22220985011446	0.046986499691379	0.161302718253893
yfjQ	scoA; yscB; iseA; ecsC	1	4	0	141	0.18536588717294	-0.130644463230854	-0.0990101716527708
nupO; ytkP; yoaH	ynzG; yyzL; rpe; conB; ebrB	3	5	0	119	0.145341842323565	-0.115405470077851	0.0392663513301752
ganS; aadK; lnrL	yvbG; ydfJ; glnH; rpsR; yesJ; mfd; yoqM; ynzB; gpsA; deaD; yqeB; yhfO; srtN; rapI; glgD; hag; yqhG; iolE	3	18	0	87	0.0827570357621167	0.0241318005856681	-0.0329835855234222
yxiP; skfB	proS; spoIIE; ypiA; araE; ccdA; lgt; ydjB; steT; yrzM; ykzT; yttB	2	11	0	125	0.164090696915331	0.15186337608575	-0.136885861038092
yqgM; thrC	yosC; ykoM; yacC; nprE; yoaD; bmrR; yojN; yaaK; skfF; metS; dat; malS; ytcP; citB; yoaS; yrdN; glmM; yxjB; yacO; yqxI	2	20	0	143	0.199145642955681	0.0215522281228863	0.0219609681251546
	int; sul; yopQ; yojK; ypzI; oppB; albE; rapB; sndA; ytfP; yvkB; abrB; mdtP; mntR; nicK; cdaR; coiA	0	17	0	118	0.151256408484923	0.0273559260270863	-1
yetM	treP; pucB; mtnN; yvfU; yhcQ; comFB; ydaC; yvyE; yabQ; feuC; yorV; ybgB; yycA; clpE; rplB; yorF	1	16	0	124	0.170977848922633	-0.00580896413027989	0.158743938769089
hemY; ytvB	rsiV; mntA; proG; tufA; skfC; ybdG; bmrC; sdpR; xhlA; yhjC; swrD; ribT; rpsB; yfkJ; ycxA; ywzF; yqzO; sigW; yoaG; yrzI; yvjA	2	21	0	143	0.203518417933188	0.0122834443716741	-0.0739709398112807
znuB; ylbB; pabB	yqbI; spoVAC; yerD; ytxK; ymzC; spoIIIAD; yqxJ; ycbM; yrdK; ydzR; ykuN; yhdV; walI; pucB; mcsA; tpi; lysC	3	17	0	120	0.151232970147632	-0.014050214156886	0.0210320822971655
ydfQ; arsB	yopJ; yoaE; nasB; cheA	2	4	0	75	0.0627139149789385	0.355166261082072	-0.0509053449148927
yyaC; yrkJ	yddN; yobV; rluB; ylmA; yqbF; skfG; ugd; kinD; yqeT; yokG; uxaB; yqeU; yocA; wprA; gltA; fliZ; yjzB; cotP; yjgA; nusG; alsR; yozX; yqfQ	2	23	0	112	0.132671732041576	-0.00506556240327236	-0.0442929497429969
gltA; yvfT; araN	yvoF; yorE; pucE; ppsC; sipV; yvnA; ywrF; trmB; yxnA; yueE; ywmE; yjqA; aroE; hypO; uppP; yodT; sufD; yycP; artP; rok; ywnF; yhaZ; putR	3	23	0	108	0.12794243884864	0.0281543256527832	0.0284218444110442
